"Variable Name","Public","Protected","Private","Static","Final","Type","Initial Value","Annotation","Comment","Class"
"x","true","false","false","false","true","float","null","[]","Optional.empty","\android\gesture\GesturePoint.java"
"y","true","false","false","false","true","float","null","[]","Optional.empty","\android\gesture\GesturePoint.java"
"timestamp","true","false","false","false","true","long","null","[]","Optional.empty","\android\gesture\GesturePoint.java"
"VCARD_PARAM_SEPARATOR","false","false","true","true","true","String",""";""","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"sPostalTypePriorityMap","false","false","true","true","true","Map<Integer,Integer>","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mShouldUseQuotedPrintable","false","false","true","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"VCARD_ITEM_SEPARATOR","false","false","true","true","true","String",""";""","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mVCardType","false","false","true","false","true","int","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mUsesAndroidProperty","false","false","true","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"VCARD_PARAM_EQUAL","false","false","true","true","true","String","""=""","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"VCARD_PARAM_ENCODING_BASE64_V21","false","false","true","true","true","String","""ENCODING="" + VCardConstants.PARAM_ENCODING_BASE64","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mVCardCharsetParameter","false","false","true","false","true","String","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mUsesDefactProperty","false","false","true","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mIsV30OrV40","false","false","true","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mShouldAppendCharsetParam","false","false","true","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"appendCharset","false","false","false","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"VCARD_PARAM_ENCODING_BASE64_AS_B","false","false","true","true","true","String","""ENCODING="" + VCardConstants.PARAM_ENCODING_B","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mAppendTypeParamName","false","false","true","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mEndAppended","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"addressData","false","false","false","false","true","String","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mIsJapaneseMobilePhone","false","false","true","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"VCARD_WS","false","false","true","true","true","String",""" ""","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mOnlyOneNoteFieldIsAvailable","false","false","true","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"DEFAULT_EMAIL_TYPE","true","false","false","true","true","int","Email.TYPE_OTHER","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"LOG_TAG","false","false","true","true","true","String","""VCardBuilder""","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"DEFAULT_PHONE_TYPE","true","false","false","true","true","int","Phone.TYPE_HOME","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mRefrainsQPToNameProperties","false","false","true","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mNeedsToConvertPhoneticString","false","false","true","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"VCARD_END_OF_LINE","false","false","true","true","true","String","""\r\n""","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"VCARD_DATA_SEPARATOR","false","false","true","true","true","String",""":""","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"reallyUseQuotedPrintable","false","false","false","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mBuilder","false","false","true","false","false","StringBuilder","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"DEFAULT_POSTAL_TYPE","true","false","false","true","true","int","StructuredPostal.TYPE_HOME","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"VCARD_PARAM_ENCODING_QP","false","false","true","true","true","String","""ENCODING="" + VCardConstants.PARAM_ENCODING_QP","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mCharset","false","false","true","false","true","String","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"VCARD_DATA_PUBLIC","false","false","true","true","true","String","""PUBLIC""","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mIsDoCoMo","false","false","true","false","true","boolean","null","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"sAllowedAndroidPropertySet","false","false","true","true","true","Set<String>","Collections.unmodifiableSet(new HashSet<String>(Arrays.asList(Nickname.CONTENT_ITEM_TYPE, Event.CONTENT_ITEM_TYPE, Relation.CONTENT_ITEM_TYPE)))","[]","Optional[// e.g. BLOB is not what we can handle here now.
]","\android\pim\vcard\VCardBuilder.java"
"SHIFT_JIS","false","false","true","true","true","String","""SHIFT_JIS""","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"VCARD_DATA_VCARD","false","false","true","true","true","String","""VCARD""","[]","Optional.empty","\android\pim\vcard\VCardBuilder.java"
"mSampleSize","false","false","false","false","true","int","null","[]","Optional.empty","\android\os\LatencyTimer.java"
"mScaleFactor","false","false","false","false","true","int","null","[]","Optional.empty","\android\os\LatencyTimer.java"
"store","false","false","false","false","false","HashMap<String,long[]>","new HashMap<String, long[]>()","[]","Optional.empty","\android\os\LatencyTimer.java"
"TAG","false","false","false","false","true","String","""LatencyTimer""","[]","Optional.empty","\android\os\LatencyTimer.java"
"mChars","false","false","true","false","false","char","null","[]","Optional.empty","\android\text\AlteredCharSequence.java"
"mSource","false","false","true","false","false","CharSequence","null","[]","Optional.empty","\android\text\AlteredCharSequence.java"
"mEnd","false","false","true","false","false","int","null","[]","Optional.empty","\android\text\AlteredCharSequence.java"
"mSpanned","false","false","true","false","false","Spanned","null","[]","Optional.empty","\android\text\AlteredCharSequence.java"
"mStart","false","false","true","false","false","int","null","[]","Optional.empty","\android\text\AlteredCharSequence.java"
"mTextSelectHandleRightRes","false","false","false","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mMaxScroll","false","false","true","false","false","float","null","[]","Optional.empty","\android\widget\TextView.java"
"mRepeatLimit","false","false","true","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"privateImeOptions","false","false","false","false","false","String","null","[]","Optional.empty","\android\widget\TextView.java"
"mSingleLine","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"CENTER","true","false","false","true","true","int","1","[]","Optional.empty","\android\widget\TextView.java"
"mPositionY","false","false","true","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mPositionX","false","false","true","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"CREATOR","true","false","false","true","true","Parcelable.Creator<SavedState>","new Parcelable.Creator<SavedState>() {

    public SavedState createFromParcel(Parcel in) {
        return new SavedState(in);
    }

    public SavedState[] newArray(int size) {
        return new SavedState[size];
    }
}","[@SuppressWarnings(""hiding"")]","Optional.empty","\android\widget\TextView.java"
"ID_SWITCH_INPUT_METHOD","false","false","true","true","true","int","android.R.id.switchInputMethod","[]","Optional.empty","\android\widget\TextView.java"
"mSelectAllOnFocus","false","false","true","false","false","boolean","false","[]","Optional.empty","\android\widget\TextView.java"
"mFreezesText","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mScrollUnit","false","false","true","false","true","float","null","[]","Optional.empty","\android\widget\TextView.java"
"MESSAGE_START","false","false","true","true","true","int","0x1","[]","Optional.empty","\android\widget\TextView.java"
"PIXELS","false","false","true","true","true","int","2","[]","Optional.empty","\android\widget\TextView.java"
"mSpannableFactory","false","false","true","false","false","Spannable.Factory","Spannable.Factory.getInstance()","[]","Optional.empty","\android\widget\TextView.java"
"mIsDragging","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mDrawables","false","false","true","false","false","Drawables","null","[]","Optional.empty","\android\widget\TextView.java"
"mContentChanged","false","false","false","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"LEFT","true","false","false","true","true","int","0","[]","Optional.empty","\android\widget\TextView.java"
"selStart","false","false","false","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mUserSetTextScaleX","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"EXTRACT_UNKNOWN","false","false","false","true","true","int","-1","[]","Optional.empty","\android\widget\TextView.java"
"mShadowRadius","false","false","true","false","false","float","null","[]","Optional.empty","\android\widget\TextView.java"
"mIsShowing","false","false","true","false","false","boolean","null","[]","Optional[// Whether selection anchors are active
]","\android\widget\TextView.java"
"mHotspotX","false","false","true","false","false","float","null","[]","Optional.empty","\android\widget\TextView.java"
"mHotspotY","false","false","true","false","false","float","null","[]","Optional.empty","\android\widget\TextView.java"
"mBoring","false","false","true","false","false","BoringLayout.Metrics","null","[]","Optional.empty","\android\widget\TextView.java"
"mTextSelectHandleRes","false","false","false","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mBufferType","false","false","true","false","false","BufferType","BufferType.NORMAL","[]","Optional.empty","\android\widget\TextView.java"
"mSelectionControllerEnabled","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mListeners","false","false","true","false","false","ArrayList<TextWatcher>","null","[]","Optional.empty","\android\widget\TextView.java"
"mInputType","false","false","true","false","false","int","EditorInfo.TYPE_NULL","[]","Optional.empty","\android\widget\TextView.java"
"imeOptions","false","false","false","false","false","int","EditorInfo.IME_NULL","[]","Optional.empty","\android\widget\TextView.java"
"DELAY_BEFORE_FADE_OUT","false","false","true","true","true","int","4100","[]","Optional.empty","\android\widget\TextView.java"
"mCurHintTextColor","false","false","true","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"ID_ADD_TO_DICTIONARY","false","false","true","true","true","int","android.R.id.addToDictionary","[]","Optional.empty","\android\widget\TextView.java"
"mInsertionControllerEnabled","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mSpacingAdd","false","false","true","false","false","float","0","[]","Optional.empty","\android\widget\TextView.java"
"imeActionLabel","false","false","false","false","false","CharSequence","null","[]","Optional.empty","\android\widget\TextView.java"
"mPositionOnTop","false","false","true","false","false","boolean","false","[]","Optional.empty","\android\widget\TextView.java"
"mMinTouchOffset","false","false","true","false","false","int","null","[]","Optional[// The offsets of that last touch down event. Remembered to start selection there.
]","\android\widget\TextView.java"
"mChangedStart","false","false","false","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"EMPTY_SPANNED","false","false","true","true","true","Spanned","new SpannedString("""")","[]","Optional.empty","\android\widget\TextView.java"
"MARQUEE_RESOLUTION","false","false","true","true","true","int","1000 / 30","[]","Optional.empty","\android\widget\TextView.java"
"mEditableFactory","false","false","true","false","false","Editable.Factory","Editable.Factory.getInstance()","[]","Optional.empty","\android\widget\TextView.java"
"mFadeStop","false","false","true","false","false","float","null","[]","Optional.empty","\android\widget\TextView.java"
"mCurTextColor","false","false","true","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mCancelled","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mTransformed","false","false","true","false","false","CharSequence","null","[]","Optional.empty","\android\widget\TextView.java"
"mMaximum","false","false","true","false","false","int","Integer.MAX_VALUE","[]","Optional.empty","\android\widget\TextView.java"
"ID_CUT","false","false","true","true","true","int","android.R.id.cut","[]","Optional.empty","\android\widget\TextView.java"
"mBeforeText","false","false","true","false","false","CharSequence","null","[]","Optional.empty","\android\widget\TextView.java"
"mStartHandle","false","false","true","false","false","HandleView","null","[]","Optional[// The cursor controller images
]","\android\widget\TextView.java"
"mStatus","false","false","true","false","false","byte","MARQUEE_STOPPED","[]","Optional.empty","\android\widget\TextView.java"
"ID_COPY_URL","false","false","true","true","true","int","android.R.id.copyUrl","[]","Optional.empty","\android\widget\TextView.java"
"PRIORITY","false","false","true","true","false","int","100","[]","Optional.empty","\android\widget\TextView.java"
"MARQUEE_RESTART_DELAY","false","false","true","true","true","int","1200","[]","Optional.empty","\android\widget\TextView.java"
"LINES","false","false","true","true","true","int","1","[]","Optional.empty","\android\widget\TextView.java"
"PREDRAW_PENDING","false","false","true","true","true","int","1","[]","Optional.empty","\android\widget\TextView.java"
"mInputMethodState","false","false","false","false","false","InputMethodState","null","[]","Optional.empty","\android\widget\TextView.java"
"mChars","false","false","true","false","false","char","null","[]","Optional.empty","\android\widget\TextView.java"
"MARQUEE_DELAY","false","false","true","true","true","int","1200","[]","Optional.empty","\android\widget\TextView.java"
"mMaxWidth","false","false","true","false","false","int","Integer.MAX_VALUE","[]","Optional.empty","\android\widget\TextView.java"
"mMinWidthMode","false","false","true","false","false","int","PIXELS","[]","Optional.empty","\android\widget\TextView.java"
"mMinMode","false","false","true","false","false","int","LINES","[]","Optional.empty","\android\widget\TextView.java"
"mView","false","false","true","false","true","WeakReference<TextView>","null","[]","Optional.empty","\android\widget\TextView.java"
"mHandle","false","false","true","false","true","HandleView","null","[]","Optional[// The cursor controller image
]","\android\widget\TextView.java"
"sCursorControllerTempRect","false","false","true","true","false","Rect","new Rect()","[]","Optional[// Only one cursor controller is active at any time which prevent race conditions.
]","\android\widget\TextView.java"
"mShowCursor","false","false","true","false","false","long","null","[]","Optional.empty","\android\widget\TextView.java"
"PREDRAW_NOT_REGISTERED","false","false","true","true","true","int","0","[]","Optional.empty","\android\widget\TextView.java"
"mDesiredHeightAtMeasure","false","false","true","false","false","int","-1","[]","Optional.empty","\android\widget\TextView.java"
"mPopup","false","false","true","false","false","ErrorPopup","null","[]","Optional.empty","\android\widget\TextView.java"
"mSelectionMoved","false","false","true","false","false","boolean","false","[]","Optional.empty","\android\widget\TextView.java"
"mEnterKeyIsDown","false","false","true","false","false","boolean","false","[]","Optional.empty","\android\widget\TextView.java"
"EMS","false","false","true","true","true","int","LINES","[]","Optional.empty","\android\widget\TextView.java"
"mContainer","false","false","true","false","false","PopupWindow","null","[]","Optional.empty","\android\widget\TextView.java"
"sTempRect","false","false","true","true","true","RectF","new RectF()","[]","Optional.empty","\android\widget\TextView.java"
"mLayout","false","false","true","false","false","Layout","null","[]","Optional.empty","\android\widget\TextView.java"
"mHintLayout","false","false","true","false","false","Layout","null","[]","Optional.empty","\android\widget\TextView.java"
"SANS","false","false","true","true","true","int","1","[]","Optional[// TODO: How can we get this from the XML instead of hardcoding it here?
]","\android\widget\TextView.java"
"mHint","false","false","true","false","false","CharSequence","null","[]","Optional.empty","\android\widget\TextView.java"
"NO_FILTERS","false","false","true","true","true","InputFilter","new InputFilter[0]","[]","Optional.empty","\android\widget\TextView.java"
"mScrolled","false","false","true","false","false","boolean","false","[]","Optional.empty","\android\widget\TextView.java"
"mSelectionModifierCursorController","false","false","true","false","false","CursorController","null","[]","Optional.empty","\android\widget\TextView.java"
"mScroller","false","false","true","false","false","Scroller","null","[]","Optional.empty","\android\widget\TextView.java"
"MARQUEE_STOPPED","false","false","true","true","true","byte","0x0","[]","Optional.empty","\android\widget\TextView.java"
"mScroll","false","false","false","false","false","float","null","[]","Optional.empty","\android\widget\TextView.java"
"mSavedLayout","false","false","true","false","false","BoringLayout","null","[]","Optional.empty","\android\widget\TextView.java"
"SIGNED","false","false","true","true","true","int","2","[]","Optional[// TODO: How can we get this from the XML instead of hardcoding it here?
]","\android\widget\TextView.java"
"mMarquee","false","false","true","false","false","Marquee","null","[]","Optional.empty","\android\widget\TextView.java"
"mDPadCenterIsDown","false","false","true","false","false","boolean","false","[]","Optional[// select from the current cursor position. Otherwise, select from long pressed position.
]","\android\widget\TextView.java"
"ID_SELECT_ALL","false","false","true","true","true","int","android.R.id.selectAll","[]","Optional[// Context menu entries
]","\android\widget\TextView.java"
"mTemporaryDetach","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mLinkTextColor","false","false","true","false","false","ColorStateList","null","[]","Optional.empty","\android\widget\TextView.java"
"mMinWidth","false","false","true","false","false","int","0","[]","Optional.empty","\android\widget\TextView.java"
"mSelectHandleRight","false","false","false","false","false","Drawable","null","[]","Optional.empty","\android\widget\TextView.java"
"LOG_TAG","false","false","false","true","true","String","""TextView""","[]","Optional.empty","\android\widget\TextView.java"
"mCursorChanged","false","false","false","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mSelectHandleCenter","false","false","false","false","false","Drawable","null","[]","Optional.empty","\android\widget\TextView.java"
"mTextSelectHandleLeftRes","false","false","false","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mPreDrawState","false","false","true","false","false","int","PREDRAW_NOT_REGISTERED","[]","Optional.empty","\android\widget\TextView.java"
"mSelectHandleLeft","false","false","false","false","false","Drawable","null","[]","Optional.empty","\android\widget\TextView.java"
"mAbove","false","false","true","false","false","boolean","false","[]","Optional.empty","\android\widget\TextView.java"
"mExtracting","false","false","false","false","false","ExtractedTextRequest","null","[]","Optional.empty","\android\widget\TextView.java"
"mBatchEditNesting","false","false","false","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mMovement","false","false","true","false","false","MovementMethod","null","[]","Optional.empty","\android\widget\TextView.java"
"BLINK","false","false","true","true","true","int","500","[]","Optional.empty","\android\widget\TextView.java"
"MARQUEE_DELTA_MAX","false","false","true","true","true","float","0.07f","[]","Optional[// TODO: Add an option to configure this
]","\android\widget\TextView.java"
"mErrorWasChanged","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"MARQUEE_RUNNING","false","false","true","true","true","byte","0x2","[]","Optional.empty","\android\widget\TextView.java"
"onEditorActionListener","false","false","false","false","false","OnEditorActionListener","null","[]","Optional.empty","\android\widget\TextView.java"
"ID_COPY","false","false","true","true","true","int","android.R.id.copy","[]","Optional.empty","\android\widget\TextView.java"
"MESSAGE_RESTART","false","false","true","true","true","int","0x3","[]","Optional.empty","\android\widget\TextView.java"
"frozenWithFocus","false","false","false","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mTextColor","false","false","true","false","false","ColorStateList","null","[]","Optional.empty","\android\widget\TextView.java"
"text","false","false","false","false","false","CharSequence","null","[]","Optional.empty","\android\widget\TextView.java"
"mText","false","false","true","false","false","CharSequence","null","[@ViewDebug.ExportedProperty]","Optional.empty","\android\widget\TextView.java"
"mHorizontallyScrolling","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mHider","false","false","true","false","true","Runnable","new Runnable() {

    public void run() {
        hide();
    }
}","[]","Optional.empty","\android\widget\TextView.java"
"mHighlightColor","false","false","true","false","false","int","0xCC475925","[]","Optional.empty","\android\widget\TextView.java"
"mGhostStart","false","false","true","false","false","float","null","[]","Optional.empty","\android\widget\TextView.java"
"mCreatedWithASelection","false","false","true","false","false","boolean","false","[]","Optional[// Set when this TextView gained focus with some text selected. Will start selection mode.
]","\android\widget\TextView.java"
"mBlink","false","false","true","false","false","Blink","null","[]","Optional.empty","\android\widget\TextView.java"
"mMaxWidthMode","false","false","true","false","false","int","PIXELS","[]","Optional.empty","\android\widget\TextView.java"
"mIsInTextSelectionMode","false","false","true","false","false","boolean","false","[]","Optional.empty","\android\widget\TextView.java"
"mStart","false","false","true","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mTmpRectF","false","false","false","false","false","RectF","new RectF()","[]","Optional.empty","\android\widget\TextView.java"
"mDrawableWidthTop","false","false","false","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mTextPaint","false","false","true","false","true","TextPaint","null","[]","Optional[// display attributes
]","\android\widget\TextView.java"
"mTempRect","false","false","false","false","false","Rect","null","[]","Optional.empty","\android\widget\TextView.java"
"extras","false","false","false","false","false","Bundle","null","[]","Optional.empty","\android\widget\TextView.java"
"enterDown","false","false","false","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"ID_PASTE","false","false","true","true","true","int","android.R.id.paste","[]","Optional.empty","\android\widget\TextView.java"
"mHeight","false","false","true","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mFrozenWithFocus","false","false","true","false","false","boolean","null","[]","Optional.empty","\android\widget\TextView.java"
"mHighlightPath","false","false","true","false","false","Path","null","[]","Optional[// tmp primitives, so we don't alloc them on each draw
]","\android\widget\TextView.java"
"PREDRAW_DONE","false","false","true","true","true","int","2","[]","Optional.empty","\android\widget\TextView.java"
"mTouchOffsetY","false","false","true","false","false","float","null","[]","Optional.empty","\android\widget\TextView.java"
"RIGHT","true","false","false","true","true","int","2","[]","Optional.empty","\android\widget\TextView.java"
"MONOSPACE","false","false","true","true","true","int","3","[]","Optional.empty","\android\widget\TextView.java"
"mIncludePad","false","false","true","false","false","boolean","true","[]","Optional.empty","\android\widget\TextView.java"
"mDrawablePadding","false","false","false","false","false","int","null","[]","Optional.empty","\android\widget\TextView.java"
"mInputContentType","false","false","false","false","false","InputContentType","null","[]","Optional.empty","\android\widget\TextView.java"
"mDrawableTop","false","false","false","false","false","Drawable","null","[]","Optional.empty","\android\widget\TextView.java"
